# ID	@energy-sum	profasi-local-cached	profasi-local-sidechain-cached	profasi-excluded-volume-cached	profasi-excluded-volume-local-cached	profasi-hydrogen-bond-improved	profasi-hydrophobicity-cached	profasi-sidechain-charge-cached	camshift	rmsd	backbone-dbn	
sample_000000010000_0_0000512.7647	512.76471446746564	15.442782731862499	-310.78994967959267	155.41084853795351	1663.3895784146637	-753.13720421553353	-246.68785079598791	-10.863490525899763	-nan	    6.61887	2504.7231350410143	
sample_000000020000_0_0000527.1955	527.19547317338424	15.669605020997137	-308.72023228722105	122.369556456986	1677.9283628099479	-726.68493585167698	-246.78124645188979	-6.5856365237589074	6.7213672017383114e+39	    6.03041	2510.6497950712705	
sample_000000030000_0_0000512.3133	512.31326597840223	14.051686978271221	-310.35117647426074	130.63681431427131	1684.2410584901006	-763.44587487090712	-235.14585958191267	-7.6733828771603765	19986484873852124	    5.71997	2520.9543701196703	
sample_000000040000_0_0000548.6655	548.6654632101754	14.904767292142905	-309.67282241966552	155.18557828124244	1681.378321396581	-733.39595826667414	-253.64253823128655	-6.0918848421647747	159421.29728749153	    5.36502	2532.0256065891267	
sample_000000050000_0_0000565.0502	565.05019641157116	15.389270406715871	-312.43539657445643	158.5184116165008	1677.0597911138102	-702.55352978016538	-264.85588646152547	-6.0724639093083299	1016648614.5457373	    5.13947	2524.8981301043741	
sample_000000060000_0_0000566.2978	566.29775979115357	16.683820637022016	-314.36309628143175	148.43557928757824	1680.3072449696751	-703.73103906885933	-255.67880441968828	-5.3559453331423699	2251100937090507.5	    5.04405	2534.0710595787928	
sample_000000070000_0_0000632.9381	632.93813661984484	20.331560628098472	-312.44307148602746	155.66706386755607	1689.4251356132227	-667.25884848824796	-249.51096017318596	-3.2727433415711014	-nan	    4.75693	2536.9600387812334	
sample_000000080000_0_0000595.8453	595.84526115877884	19.872266773381206	-308.6934995867241	149.92580549480724	1686.4132854625709	-667.77998079843053	-273.77760005397295	-10.115016132852981	-nan	    4.60851	2549.9835426316968	
sample_000000090000_0_0000616.6764	616.67641909399583	18.829593809974423	-314.43998607764945	162.35366323352696	1677.8136484630252	-661.56007156763451	-259.52902684508064	-6.7914019221661182	4007.1453778504188	    4.57275	2524.9787348615087	
sample_000000100000_0_0000575.6661	575.66610994197038	16.657790687190168	-314.08229295257354	159.43387102345321	1676.1411970554227	-695.52156732377352	-257.7388671634493	-9.2240213842992187	-nan	    4.53985	2526.4192434355491	
sample_000000110000_0_0000604.3132	604.31322118550145	17.894678267381469	-310.78168988164481	148.29514211965784	1679.9357876250544	-671.93633674157343	-247.97471467686609	-11.119645526507954	1.9561992192796314e+22	    4.46923	2541.5446676494416	
sample_000000120000_0_0000605.4868	605.48675116567756	21.541180898219203	-305.85450408093817	175.33989196771105	1682.4837859622387	-686.52952268024308	-273.71704370788575	-7.7770371934244604	46843241101769.508	    4.42702	2556.1568506077265	
sample_000000130000_0_0000634.3178	634.31779661877363	18.436569416973985	-302.16235777150251	160.61690927101245	1686.3776701423956	-646.33647216555585	-270.20250210360837	-12.412020170941664	4886188124015040	    4.35953	2543.5032952855327	
sample_000000140000_0_0000600.4351	600.43510593088263	20.563926593536873	-306.58053486869028	142.94321148176104	1684.1644554742149	-650.68672957834167	-279.47504956514643	-10.494173606451767	1088534703365.5348	    4.32765	2559.3120220904539	
