# ID	@energy-sum	profasi-local-cached	profasi-local-sidechain-cached	profasi-excluded-volume-cached	profasi-excluded-volume-local-cached	profasi-hydrogen-bond-improved	profasi-hydrophobicity-cached	profasi-sidechain-charge-cached	camshift	rmsd	backbone-dbn	
sample_000000010000_2_0000524.9156	524.91564477695897	14.951295050265031	-301.11828109355321	137.40255946284245	1672.0412371813595	-771.13405084808358	-218.715742921345	-8.5113720545263885	-nan	    6.53352	2498.6971010075063	
sample_000000020000_2_0000485.3343	485.33433598886364	20.476458195308652	-306.92789965715639	127.74590952045189	1671.6370885861077	-768.62368549168957	-250.33467668277416	-8.6388584813845508	-nan	    6.25454	2504.3141596552214	
sample_000000030000_2_0000502.8803	502.88033868197732	21.923057071761885	-310.47816865250473	148.32263177624452	1677.1540225181543	-776.88084430436265	-247.71414950839676	-9.4462102189192532	-nan	    5.84325	2509.755986958417	
sample_000000040000_2_0000545.8398	545.83980669427956	20.367459589157207	-303.18136062029299	159.10209750154266	1682.3883700156955	-754.71057376014039	-247.80764506748432	-10.318540964198103	1.0143116622656023e+32	    5.48014	2541.5664457621378	
sample_000000050000_2_0000523.3872	523.38720731030151	24.519986022078179	-307.15813393345229	134.85732173246097	1681.8999370470692	-739.36019337540222	-260.01892518659037	-11.352784995861931	-nan	    5.15999	2527.4865920569077	
sample_000000060000_2_0000532.8859	532.88593581965085	23.074917695744602	-312.4672712894548	148.35508048272109	1679.563351049741	-738.9799105962544	-258.00260079320032	-8.6576307296462556	11882879.401621131	    4.97201	2533.1890621746829	
sample_000000070000_2_0000578.3866	578.38663826166692	22.504824376071372	-314.47498163928606	155.29204580510179	1669.7199220476125	-693.96808345867055	-251.16710919987392	-9.5199796692882099	-nan	    4.78422	2536.7895190935042	
sample_000000080000_2_0000526.2907	526.29074201964045	20.72010901619209	-322.71834009776848	146.69770222744441	1658.8569109548589	-724.63293794631943	-240.32872426113275	-12.303977873634388	208668397.69709924	    4.71857	2530.8536611584432	
sample_000000090000_2_0000531.8099	531.8098725359564	21.788167434136636	-321.9217064108509	126.23541908779134	1685.5538377689732	-736.3261664331061	-237.82733575679464	-5.692343154193197	-nan	    4.59697	2537.321688657727	
sample_000000100000_2_0000573.6259	573.62586077441222	24.530025856026306	-310.65797811149514	156.45105394020632	1681.7581597576291	-729.37922912626391	-241.69321645768247	-7.3829550840080884	-nan	    4.36059	2535.1285757739597	
sample_000000110000_2_0000588.6607	588.66071734888214	22.326423531896769	-317.1315746951143	169.67124494240176	1680.7409035794901	-700.21835803934027	-258.29453290960527	-8.4333890608465776	-nan	    4.28146	2532.4846921338026	
sample_000000120000_2_0000551.7289	551.72889629825977	21.935478076455144	-311.52848983611256	151.60863657382325	1676.9403695689871	-712.75782263676194	-268.62196830328043	-5.8473071448508884	4.3111689852611104e+40	    4.26834	2542.2517468940632	
sample_000000130000_2_0000581.3411	581.34112239541685	20.960641874064414	-308.71758048757027	148.32553965010385	1682.637340056541	-702.65413689709419	-252.01203691924158	-7.1986448813864001	2.0218284872631326e+55	    4.24547	2542.9582896100878	
sample_000000140000_2_0000572.2217	572.22174293778824	24.90597788212952	-305.98736944360309	163.69347292669627	1660.1638720896842	-673.85966525387801	-287.09005561446543	-9.6044896487753366	-nan	    4.23716	2526.8905845088743	
sample_000000150000_2_0000578.8977	578.89768045396841	23.39568131726595	-320.15957324098224	183.88891647964553	1667.1619972751707	-688.35338590633648	-282.54377149637475	-4.4921839744204046	11364.487621009956	    4.20223	2535.7075111360714	
sample_000000160000_2_0000575.8410	575.84103157983179	22.372290687205517	-310.10540916500565	180.82189079862351	1673.2593593137824	-699.93476010790948	-287.19161968136342	-3.380720265501028	3.7733352802984685e+24	    4.16214	2532.8244628360035	
sample_000000170000_2_0000616.7309	616.73086589881927	24.01009935755069	-309.26079946503683	194.27652605356772	1683.4333085449791	-681.9941911197634	-286.30516022846206	-7.4289172440159854	2731.4691695271058	    3.98921	2540.8961362768619	
sample_000000180000_2_0000552.9532	552.95321689247794	24.878410095993157	-318.88690055051632	145.49970661060323	1660.9097483077965	-690.58927624913588	-265.88173708304208	-2.9767342392206397	28701.669545136403	    4.04467	2531.9426877524188	
sample_000000190000_2_0000566.3156	566.3155775796746	24.354083108459644	-311.91258146405784	136.61044792243442	1657.0377967716975	-672.42905126007008	-265.03579442740681	-2.3093230713820478	-nan	    3.92275	2534.7298926067751	
sample_000000200000_2_0000577.7104	577.71041331155868	25.56721004383288	-308.44114667761329	139.06611776159446	1671.4884724656422	-676.98090866343819	-268.05021788225804	-4.9391137362012358	96340193867062560	    3.85932	2550.6779482724428	
sample_000000210000_2_0000587.4908	587.49080059894823	23.194067417612604	-312.46960022508989	154.32228472193455	1662.6465902372129	-660.42020441622333	-273.19712235050434	-6.5852147859941139	3239.0736638844369	    3.90696	2536.5575714488155	
sample_000000220000_2_0000543.1045	543.10449174638779	22.166045071437519	-317.1653890680023	162.83556386741094	1660.2244185366928	-699.03206249296306	-283.12568270602287	-2.7984014621653119	118977.0984988993	    3.88133	2541.3446104396285	
sample_000000230000_2_0000563.0642	563.06423284635355	21.239006923028853	-313.6027813960705	169.80061052925703	1670.6299470602087	-694.11995287001116	-285.88403960395175	-4.9985577961077787	270094886139329.72	    3.81461	2539.7020702843015	
sample_000000240000_2_0000511.7796	511.77955468654233	20.679963166369465	-315.73711359230106	129.08743412770025	1673.5563695007743	-714.3457266689071	-272.81412230235378	-8.6472495447397275	-nan	    3.85885	2547.3375381987448	
sample_000000250000_2_0000514.7984	514.79838256118512	19.549058590477511	-320.6323246216939	134.92018911480685	1681.3598462760619	-710.18416354995429	-284.52683332777315	-5.6873899207397427	22992.553805279043	    3.78985	2545.8300622443171	
sample_000000260000_2_0000509.6472	509.64724861860759	16.497224067770563	-313.51379232979986	128.20277435287645	1664.1828184573712	-697.13591185313692	-282.29706410672588	-6.2887999697480872	3532.8296312329035	    3.70179	2530.0304248338302	
sample_000000270000_2_0000502.7417	502.74166284130951	16.800849833283177	-308.90545161755921	126.22462172303325	1676.8506393604662	-725.02046535096508	-272.56728667167067	-10.641244435278095	157395.81118421062	    3.69513	2522.5212407485146	
sample_000000280000_2_0000522.6738	522.67379139880188	18.435319627575151	-319.68197036538339	176.04053570136367	1672.8579095927373	-723.60537699998861	-291.80379665668568	-9.5688295008166104	3.4134792186000239e+32	    3.66946	2540.2882174664337	
sample_000000290000_2_0000472.8699	472.86988467955382	19.067142256229772	-310.08498557653843	144.46594851084981	1680.4690381511953	-763.20809370957897	-296.42752117989386	-1.4116437727097484	3715.0229283008957	    3.62034	2534.9208801166333	
sample_000000300000_2_0000474.8489	474.84887106073597	18.278469111014061	-312.21091795942141	147.88872607530817	1660.0368484050261	-740.60855693854967	-290.69613413584153	-7.8395634967997188	2139241654872936.8	    3.63371	2520.1172884687007	
sample_000000310000_2_0000453.4273	453.42728707967024	19.130337093780529	-313.56273588849956	135.52465170631754	1662.5509681918818	-759.37885488817506	-285.65917120794887	-5.1779079276861379	9972385893447.5762	    3.62071	2529.3522861589072	
sample_000000320000_2_0000511.7837	511.78365678072981	20.713628473351456	-311.43745558056946	145.10813318428194	1662.030153875048	-720.87366512901974	-279.09385749585391	-4.6632805465083687	27465.943510160276	    3.57312	2513.7476666492025	
sample_000000330000_2_0000491.3312	491.33118635546771	19.245477595397119	-310.3362192770773	129.00785519020698	1678.0527650552026	-730.68589182405981	-286.88187763760124	-7.0709227466007043	24474026037.210545	    3.48862	2526.0501037843101	
sample_000000340000_2_0000447.4014	447.40136593464683	22.13239208747224	-314.54497460717988	136.09081628992408	1665.8783864253464	-761.01480133633777	-294.11998355418075	-7.0204693703974455	-nan	    3.39774	2538.1055750023829	
sample_000000350000_2_0000446.1894	446.18942080272279	18.588024096672086	-322.73087501813774	140.71943282198944	1657.8721894037562	-754.86984497207982	-289.35156616315038	-4.0379393663269649	5022211465727034	    3.53110	2527.1691688281912	
