# ID	@energy-sum	profasi-local-cached	profasi-local-sidechain-cached	profasi-excluded-volume-cached	profasi-excluded-volume-local-cached	profasi-hydrogen-bond-improved	profasi-hydrophobicity-cached	profasi-sidechain-charge-cached	camshift	rmsd	backbone-dbn	
sample_000000010000_3_0000507.7945	507.79450677536926	17.738016557243199	-294.17510361021635	159.3899989605311	1672.8186017318665	-788.69988079270365	-250.15913385795756	-9.1179922133939488	1.0947505931671083e+23	    6.96586	2505.185740082436	
sample_000000020000_3_0000515.8110	515.81099343348899	18.42581205901196	-304.70210103643075	132.349417535063	1678.0355632320804	-770.82328565665216	-226.83976168895327	-10.634651010630108	-nan	    6.66301	2507.0114532791631	
sample_000000030000_3_0000470.8136	470.8136333425004	22.578640277854834	-324.00399245237384	135.8254256027179	1675.439028893562	-768.68878422754563	-261.75626317720355	-8.5804215745113925	4.7878782321952739e+20	    6.04739	2509.8097269456994	
sample_000000040000_3_0000501.1851	501.18513990057312	26.55441706365345	-317.32902397221125	138.05566444391576	1677.3378334394199	-764.45329533884069	-250.68926722803886	-8.291188507325316	-nan	    5.60970	2520.5642022953666	
sample_000000050000_3_0000582.1342	582.1341610895131	25.90595425928322	-312.47652992782969	186.48627858925948	1676.7396416154515	-728.75806763983587	-254.31619153617766	-11.446924270638011	4.5528393477720595e+17	    5.36985	2521.1744271452112	
sample_000000060000_3_0000531.2894	531.28940038815551	26.299558072271257	-302.2384338430785	167.32583213694073	1678.2078287649856	-761.2542602542735	-268.99447950899236	-8.0566449796978592	-nan	    5.23348	2522.5858730770829	
sample_000000070000_3_0000502.1902	502.19024156532197	28.731308798343274	-307.69387445460256	133.30982879973834	1683.3201549428109	-764.90214471897195	-261.58441454529549	-8.9906172567005012	1704124793728.5005	    5.11178	2531.4347419668429	
sample_000000080000_3_0000543.4715	543.47154230034835	27.279324804892234	-302.66802684467626	136.38078219192127	1706.4146919936541	-755.05245100633874	-257.78589202338929	-11.096886815714972	4788582.9174568513	    4.94809	2536.4522259168029	
sample_000000090000_3_0000516.2258	516.22584078972818	26.442857894209268	-301.81714253035983	125.12172967335569	1665.4212865037357	-738.0938054363495	-255.08981812105961	-5.7592671938035149	-nan	    4.84682	2526.035725536246	
sample_000000100000_3_0000530.8209	530.82091888324339	24.492830660045065	-308.50038289259055	141.60561549490052	1675.9758049001603	-722.61462875372342	-276.63255599071914	-3.5057645348293152	-nan	    4.64251	2516.2656950457304	
sample_000000110000_3_0000554.5419	554.54192045566936	23.596220324994807	-309.79883906370014	148.1594452792128	1673.0454103241389	-712.13395120881398	-262.05965893028747	-6.2667062698756482	824297062.66213155	    4.53572	2535.7720307379432	
sample_000000120000_3_0000579.6107	579.61070775370365	23.726641621637697	-309.1855651293306	146.40424604928509	1662.8007677290732	-683.5239970249761	-254.17921140542012	-6.4321740865654435	3941494.9398465836	    4.37111	2524.1250033637775	
sample_000000130000_3_0000571.7549	571.7548611143003	22.479499556143896	-315.63923570076292	181.30766607915658	1679.2734821972388	-739.31447260823552	-254.68536871557154	-1.6667096936690602	142161.44892728043	    4.25868	2540.5665412373151	
sample_000000140000_3_0000541.1974	541.19738348333613	23.669194086147566	-307.07518188049971	165.44025523132325	1676.8320336964089	-732.93636803381821	-283.95849611506827	-0.77405350115740579	-nan	    4.21550	2538.5683915334489	
sample_000000150000_3_0000562.7947	562.79473889480323	22.121079489201804	-308.57177736346478	182.31094481051119	1668.4741787529872	-717.94623465275231	-280.09937142834451	-3.4940807133353102	2924.3219412462645	    4.16937	2552.379295311699	
sample_000000160000_3_0000549.4445	549.44454999042114	22.599582031725511	-312.05083152071865	150.3200733973284	1665.7221752382268	-704.91322301187404	-267.5910545449708	-4.6421715992961534	-nan	    4.12159	2532.3984313140058	
sample_000000170000_3_0000540.4634	540.46341814113407	21.149572099801901	-306.19656431760495	163.62154841044386	1660.5357747457795	-708.49576306399103	-289.81126040342536	-0.33988932986976056	-nan	    4.03246	2534.9910744864737	
sample_000000180000_3_0000578.7975	578.79754035961946	26.232335669939058	-307.64450992738711	188.55567541674228	1667.1499887177724	-712.04884701932247	-277.73311092383824	-5.7139915742863696	653218.55954677286	    4.04882	2554.4488958927905	
sample_000000190000_3_0000570.8822	570.88216571613475	21.334528603900928	-304.07773758118446	176.04242676498271	1681.4185876557751	-716.45167383814839	-283.48037123262162	-3.9035946565695561	-nan	    3.92658	2541.9520202289577	
sample_000000200000_3_0000566.8350	566.83502207152549	20.656455109740413	-307.31160570481137	176.54761228957122	1670.4549732289652	-717.83491828698072	-271.3357324054839	-4.3417621594753291	102686335321.14842	    3.92106	2543.5281906436944	
sample_000000210000_3_0000563.9641	563.96413833813551	19.047369119842369	-304.51702167297918	188.63577863519686	1666.2808369767022	-723.89812614306504	-281.32530664368358	-0.2593919338781514	436296367252.78418	    3.85898	2528.3672145445589	
sample_000000220000_3_0000537.5385	537.53854212126055	16.425621195167746	-309.24974117399415	153.34583248621826	1663.4341697181117	-708.12868736186613	-272.27650921053919	-6.0121435318376379	1.9183722805855933e+18	    3.88583	2527.8510870758942	
sample_000000230000_3_0000526.9937	526.99374959926843	18.493056279782369	-306.7101823332091	160.94134290022393	1673.8391031819185	-725.15308305861186	-291.75214808768652	-2.6643392831488915	-nan	    3.86884	2525.6507132588181	
sample_000000240000_3_0000537.4292	537.4292414838161	19.604883944848304	-316.05752894247229	162.99016493976009	1670.6913889963696	-716.1878050948892	-281.10186584026053	-2.5099965195399641	-nan	    3.83769	2511.6569506047958	
